,EPU,YEAR,ACADIAN REDFISH,ALEWIFE,AMERICAN LOBSTER,AMERICAN PLAICE,ATLANTIC ANGEL SHARK,ATLANTIC COD,ATLANTIC CROAKER,ATLANTIC HALIBUT,ATLANTIC HERRING,ATLANTIC MACKEREL,ATLANTIC ROCK CRAB,ATLANTIC SHARPNOSE SHARK,ATLANTIC WOLFFISH,BARNDOOR SKATE,BASKING SHARK,BEARDFISH,BLACK SEA BASS,BLACKBELLY ROSEFISH,BLUEFISH,BLUNTNOSE STINGRAY,BULLNOSE RAY,BUTTERFISH,CHAIN DOGFISH,CHUB MACKEREL,CLEARNOSE SKATE,COARSEHAND LADY CRAB,COBIA,COWNOSE RAY,CUSK,DUSKY SHARK,FAWN CUSK-EEL,FOURSPOT FLOUNDER,GOOSEFISH,HADDOCK,HORSESHOE CRAB,JOHN DORY,LITTLE SKATE,LOGGERHEAD SEATURTLE,LONGFIN SQUID,LONGHORN SCULPIN,NORTHERN SEAROBIN,NORTHERN SHORTFIN SQUID,NORTHERN SHRIMP,OCEAN POUT,OCEAN SUNFISH,OFFSHORE HAKE,POLLOCK,RED HAKE,ROSETTE SKATE,ROUGHTAIL STINGRAY,ROUND HERRING,SANDBAR SHARK,SCUP,SEA RAVEN,SEA SCALLOP,SHRIMP UNCL,SILVER HAKE,SMOOTH DOGFISH,SMOOTH SKATE,SOUTHERN EAGLE RAY,SOUTHERN STINGRAY,SPINY BUTTERFLY RAY,SPINY DOGFISH,SPOT,SPOTTED HAKE,STRIPED ANCHOVY,STRIPED BASS,SUMMER FLOUNDER,THORNY SKATE,WEAKFISH,WHITE HAKE,WINDOWPANE,WINTER FLOUNDER,WINTER SKATE,WITCH FLOUNDER,YELLOWTAIL FLOUNDER,ORD1,ORD2,CTA_LEN,CTA_ANG
1,GB,1963,0.0375,0.25625,0,0.3375,0,15.55875,0,0.0666666666666667,0.697916666666667,0.0166666666666667,0,0,0,5.02083333333333,0,0,0,0.0958333333333333,0,0,0,1.23958333333333,0,0,0,0,0,0,0.0958333333333333,0,0,1.00208333333333,3.3375,59.7991458333333,0,0,9.7905,0,0,2.35141666666667,0,0,0,2.12083333333333,0,0.0375,2.2475,18.697875,0,0,0,0,0,1.28333333333333,0,0,7.1875,0,0.2573125,0,0,0,10.4833333333333,0,0,0,0,0.0104166666666667,3.72708333333333,0,2.08541666666667,1.983125,2.82922916666667,14.6086666666667,0.21875,12.6106666666667,-0.286091814174757,-0.13974848174732,0,0
2,GB,1964,0.00909090909090909,0.681818181818182,3.18181818181818,0.734545454545455,0,9.08967272727273,0,0.183636363636364,0.216363636363636,0,0,0,0,2.14181818181818,0,0,0.00909090909090909,0.0690909090909091,0,0,0,1.85818181818182,0,0,0,0,0,0,0,0,0,0.692727272727273,2.05454545454545,116.382563636364,0,0,4.09476363636364,0,0.196145454545455,2.23158181818182,0.0581818181818182,0.314545454545455,0,1.74363636363636,0,0.00909090909090909,2.58363636363636,3.60589090909091,0,0,0,0,0.265454545454545,0.825454545454545,0.0181818181818182,0,2.08,0,0.149709090909091,0,0,0,6.74363636363636,0,0,0,0,0.230909090909091,3.9,0,0.852727272727273,1.08398181818182,5.61812727272727,10.7712,0.183636363636364,13.9776,-0.246889775134628,-0.176942730672467,0.367831096107921,118.804059569664
3,GB,1965,0.0788461538461538,1.19230769230769,2.26730769230769,0.194230769230769,0,7.15915384615385,0,0.0615384615384615,0.526923076923077,0.125,0,0,0,3.16346153846154,0,0,0,0.0365384615384615,0,0,0,3.31346153846154,0,0,0,0,0,0,0.0173076923076923,0,0,0.482692307692308,5.03461538461538,78.6419615384615,0,0,10.6820384615385,0,0.860846153846154,4.1005,0.0461538461538462,0.294230769230769,0,1.1,0,0.0346153846153846,0.864423076923077,2.44973076923077,0.0192307692307692,0,0,0,0.0865384615384615,0.909615384615385,0.0269230769230769,0,2.65769230769231,0,0.392423076923077,0,0,0,12.7307692307692,0,0,0,0,0.0346153846153846,1.00576923076923,0,0.713461538461538,1.5865,4.12723076923077,14.1544615384615,0.194230769230769,13.2726153846154,-0.23031726647796,-0.0567522286908021,0.230267820796115,97.0082244192932
4,GB,1966,0.203571428571429,0.716071428571429,4.58035714285714,2.78928571428571,0,4.88603571428572,0,0.025,1.20535714285714,0.198214285714286,0,0,0,1.25357142857143,0,0,0,0.0267857142857143,0,0,0,0.0767857142857143,0,0,0,0,0,0,0.648214285714286,0,0,0.305357142857143,5.78392857142857,28.2100357142857,0,0,8.92560714285714,0,0,4.47033928571429,0.025,0.0732142857142857,0,1.16071428571429,0,0.075,5.77928571428571,1.674,0,0,0,0,0.0410714285714286,0.560714285714286,0.025,0,2.15178571428571,0,0.175803571428571,0,0,0,2.93392857142857,0,0,0,0,0,5.93214285714286,0,3.63928571428571,2.09048214285714,5.80325,8.83514285714286,0.821428571428571,3.70742857142857,-0.308619634884583,-0.257324597466866,0.424049689686544,133.811501176005
5,GB,1967,0.0368421052631579,0.521052631578947,2.22105263157895,0.680701754385965,0,11.9766315789474,0,0,0.740350877192983,0.178947368421053,0,0,0.056140350877193,0.105263157894737,0,0,0,0,0,0,0,0.628070175438597,0,0,0,0,0,0,0.0473684210526316,0,0.00175438596491228,0.305263157894737,0.47719298245614,27.2568245614035,0,0,9.22491228070175,0,0.700491228070175,2.8580350877193,0.278947368421053,0.0947368421052632,0,0.57719298245614,0,0,2.66087719298246,1.11410526315789,0,0,0,0,0.143859649122807,0.659649122807018,0.0087719298245614,0,1.84736842105263,0.0087719298245614,0.0847894736842105,0,0,0,10.8964912280702,0,0,0,0,0.103508771929825,1.62982456140351,0,1.08245614035088,2.98256140350877,2.80194736842105,8.24828070175439,0.0578947368421053,8.31326315789474,-0.27217633188115,-0.063567150973936,0.384512674044223,94.3858373582935
6,GB,1968,0.121875,0.3765625,1.4890625,0.371875,0,10.5958125,0,0,0.1453125,0.4984375,0,0,0.0640625,0.46875,0,0,0,0.0296875,0,0,0,1.1515625,0,0,0,0,0,0,0.1625,0,0,0.1765625,2.521875,13.4295625,0,0,4.10034375,0,1.6991875,4.13959375,0,0.3515625,0,0.19375,0,0,1.359375,1.36040625,0,0,0.1203125,0,0.1203125,0.546875,0.0703125,0.3546875,3.0390625,0,0,0,0,0,11.8890625,0,0.0078125,0,0,0,1.559375,0,0.975,1.56040625,2.76696875,6.37075,0.203125,9.138,-0.26386398809375,-0.0444659912957096,0.265514921776264,75.2489878985344
7,GB,1969,0.296969696969697,0.331818181818182,2.03636363636364,0.737878787878788,0,5.01463636363636,0,0.103030303030303,0.174242424242424,0.537878787878788,0,0,0,0.143939393939394,0,0,0.00757575757575758,0,0,0,0,2.01363636363636,0,0,0,0,0,0,0.0484848484848485,0,0,0.11969696969697,1.95,2.69969696969697,0,0,3.27551515151515,0,2.51193939393939,4.01204545454546,0.106060606060606,0.05,0,0.0742424242424242,0,0.0484848484848485,0.953484848484848,1.73154545454545,0,0,0,0,0.289393939393939,0.43030303030303,0.0484848484848485,0.263636363636364,1.98787878787879,0,0.0623787878787879,0,0,0,5.63636363636364,0,0.0212121212121212,0,0,0,1.07121212121212,0,1.6030303030303,1.77121212121212,2.90636363636364,5.44206060606061,0.139393939393939,7.31733333333333,-0.187947636116201,-0.062238431265027,0.286509346545013,134.282345651023
8,GB,1970,0.015,0.213333333333333,1.265,0.491666666666667,0,9.8874,0,0,0.025,0.146666666666667,0,0,0.09,0.0233333333333333,0,0,0,0,0,0,0,0.236666666666667,0,0,0,0,0,0,0.0533333333333333,0,0.00833333333333333,0.23,1.435,13.62775,0,0,5.22973333333333,0,1.93233333333333,6.37778333333333,0.04,0.338333333333333,0.045,0.1,0,0.0166666666666667,0.4495,1.5687,0,0,0.0166666666666667,0,0.265,1.21666666666667,0.085,0.285,1.36666666666667,0,0.02685,0,0,0,26.9716666666667,0,0,0,0,0,0.945,0,1.45166666666667,1.0187,9.61185,10.914,0.213333333333333,5.89226666666667,-0.269920564084111,0.111241054246361,0.39576514967905,131.620717241597
9,GB,1971,0.732258064516129,0.0451612903225806,1.45967741935484,0.711290322580645,0,5.70396774193548,0,0,0.240322580645161,0.0387096774193548,0,0,0,0.0451612903225806,0,0,0,0,0.711290322580645,0,0,1.93225806451613,0,0,0,0,0,0,0,0,0.00806451612903226,0.120967741935484,0.511290322580645,5.77940322580645,0,0,3.13264516129032,0,3.046,4.31348387096774,0.0451612903225806,0.459677419354839,0,0.0596774193548387,0,0,0.275967741935484,2.28832258064516,0,0,0.00806451612903226,0,0,0.333870967741935,0.0290322580645161,0.0370967741935484,1.20967741935484,0,0.103935483870968,0,0,0,9.43870967741936,0,0.0161290322580645,0,0,0,2.15483870967742,0,0.224193548387097,0.641064516129032,2.25987096774194,4.98154838709678,0.082258064516129,5.19432258064516,-0.213065984254406,0.0114313339243113,0.338012930371665,120.299426447109
10,GB,1972,0.169230769230769,0.1,1.05076923076923,0.386153846153846,0,33.2598461538462,0,0.00769230769230769,0.14,0.490769230769231,0,0,0.153846153846154,0.292307692307692,0,0,0,0.0907692307692308,1.09384615384615,0,0,1.37846153846154,0,0,0,0,0,0,0.0553846153846154,0,0,0.509230769230769,2.85846153846154,5.19207692307692,0,0,6.47163076923077,0,2.44756923076923,3.86633846153846,2.98769230769231,0.152307692307692,0,0.461538461538462,0,0.0984615384615385,1.96753846153846,2.24861538461538,0,0,0.00769230769230769,0,0.46,1.20615384615385,0.48,0.00769230769230769,1.55692307692308,0,0.179,0,0,0,29.4584615384615,0,0.00769230769230769,0,0,0.0215384615384615,2.28153846153846,0,1.04307692307692,2.08107692307692,5.62843076923077,10.1476923076923,0.267692307692308,7.52443076923077,-0.225714135723435,0.0366693783640281,0.381472993712228,108.085438497712
